id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
4537	SMART MEDICAL CLINIC	NYANZA	RACHUONYO	KABONDO	WANG'CHIENG	KODUMO EAST	6	PRIV	-0.390577	35.010907	nsmartmedicalclinic@healthcare.com	0758057480	0741901779
4538	AFYA BORA W. CLINIC	NYANZA	SIAYA	KAREMO	TOWNSHIP	MULAHA	6	PRIV	0.06371	34.286479	nafyaboraw.clinic@healthcare.com	0776647017	0757984726
4539	ANGELICAN HEALTHCARE	NYANZA	SIAYA	KAREMO	TOWNSHIP	KARAPUL	6	PRIV	0.07	34.32	nangelicanhealthcare@healthcare.com	0767025269	0750181812
4540	FARMERS CLINIC	NYANZA	SIAYA	YALA	EAST GEM	URANGA	6	PRIV	0.02	34.53	nfarmersclinic@healthcare.com	0751482992	0782944103
4541	TAKITECH DISP	RIFT VALLEY	TRANS MARA	PIRRAR	OLOLMASANI	ABOSSI	6	PRIV	-0.943535	35.04551	rtakitechdisp@healthcare.com	0720904800	0714757668
4542	EMMAUS CLINIC	NAIROBI	NAIROBI	EMBAKASI	UMOJA	UMOJA	6	PRIV	-1.281106	36.896184	nemmausclinic@healthcare.com	0789972817	0796593284
4543	ANDERSON MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	ENDEBESS	CHEPCHOINA	KAPTEGA	6	PRIV	1.209636	34.807572	randersonmedicalclinic@healthcare.com	0750539557	0791091375
4544	GURU NANAK HOSPITAL	NAIROBI	NAIROBI	CENTRAL	NGARA	NGARA EAST	5	PRIV	-1.26748	36.831229	ngurunanakhospital@healthcare.com	0721681629	0720962854
4545	BARAKA CLINIC KITALE	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	BIDII	6	PRIV	1.02031	35.006832	rbarakaclinickitale@healthcare.com	0781101416	0789522687
4546	TILUET DISP	RIFT VALLEY	KERICHO	BELGUT	CHAIK	CHEMOGONDAY	4	PRIV	-0.367717	35.3103	rtiluetdisp@healthcare.com	0788777371	0735201456
4547	HURLINGHAM HOSPITAL	NAIROBI	NAIROBI	WESTLANDS	KILIMANI	KILIMANI(NAIROBI)	5	PRIV	-1.291617	36.795248	nhurlinghamhospital@healthcare.com	0723079572	0748333534
4548	BIKEKE DISP	RIFT VALLEY	TRANS-NZOIA	CENTRAL	WAITALUK	SIRENDE	4	PRIV	0.965308	35.071853	rbikekedisp@healthcare.com	0748483817	0773433148
4549	COX CLINIC	RIFT VALLEY	KOIBATEK	ELDAMA RAVINE	KABIYET	KABIYET	6	PRIV	0.01568	35.733737	rcoxclinic@healthcare.com	0793720609	0734303699
4550	ISLAMIC REPUBLIC OF IRAN MEDICAL CLINIC	NAIROBI	NAIROBI	WESTLANDS	KILIMANI	KILIMANI(NAIROBI)	6	PRIV	-1.297148	36.782066	nislamicrepublicofiranmedicalclinic@healthcare.com	0749787478	0733525751
4551	CHRISTIAN COMMUNITY CENTRE CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	BIDII	6	PRIV	1.02031	35.006832	rchristiancommunitycentreclinic@healthcare.com	0722051583	0742975733
4552	KANGEMI GICHAGI DISPENSARY	NAIROBI	NAIROBI	WESTLANDS	KANGEMI	GICHAGI	4	PRIV	-1.27111	36.75124	nkangemigichagidispensary@healthcare.com	0730631970	0707901405
4553	MERCY MEDICAL CLINIC	RIFT VALLEY	KOIBATEK	ELDAMA RAVINE	ELDAMA RAVINE	ELDAMA RAVINE	6	PRIV	0.04704	35.73399	rmercymedicalclinic@healthcare.com	0799729233	0713317351
4554	CRESENT DAVINA MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	MUNICIPALITY	BONDENI(TNZOIA)	6	PRIV	1.026227	34.992532	rcresentdavinamedicalclinic@healthcare.com	0763726008	0730521156
4555	RAVINE CLINIC	RIFT VALLEY	KOIBATEK	ESAGERI	SABATIA	SOLIAN	6	PRIV	0.009259	35.765334	rravineclinic@healthcare.com	0784207921	0767974147
4556	KAYOLE HOSPITAL	NAIROBI	NAIROBI	EMBAKASI	KAYOLE	KAYOLE	5	PRIV	-1.267542	36.91743	nkayolehospital@healthcare.com	0703592796	0718915372
4557	CRYSTAL CLINIC ( DR. USAGI)	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	BIDII	6	PRIV	1.027635	35.019726	rcrystalclinic(dr.usagi)@healthcare.com	0757000648	0722582740
4558	DR.  AMLANI CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	MILIMANI(CENTRAL)	6	PRIV	1.011723	35.009944	rdr.amlaniclinic@healthcare.com	0778524269	0709130954
4559	KANAN MEDICAL CENTRE	RIFT VALLEY	LAIKIPIA	NYAHURURU	NYAHURURU	NDUNYU	6	PRIV	0.036544	36.359734	rkananmedicalcentre@healthcare.com	0750328800	0740215237
4560	M P SHAH HOSPITAL	NAIROBI	NAIROBI	WESTLANDS	HIGHRIDGE	HIGHRIDGE	5	PRIV	-1.262455	36.812221	nmpshahhospital@healthcare.com	0710412324	0762556459
4561	DR. M'MBULIKA USAGI CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	MUNICIPALITY	BONDENI(TNZOIA)	6	PRIV	1.029775	34.991519	rdr.m'mbulikausagiclinic@healthcare.com	0712736668	0712313504
4562	MASABA HOSPITAL	NAIROBI	NAIROBI	WESTLANDS	KILIMANI	KILIMANI(NAIROBI)	5	PRIV	-1.296875	36.780809	nmasabahospital@healthcare.com	0797561077	0714911996
4563	ELICAON MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	SINYERERE	SINYERERE	6	PRIV	1.070116	35.123414	relicaonmedicalclinic@healthcare.com	0716118181	0730621772
4564	NANYUKI COTTAGE HOSPITAL	RIFT VALLEY	LAIKIPIA	CENTRAL	NANYUKI	MAJENGO(LAIKIPIA)	5	PRIV	0.014112	37.08606	rnanyukicottagehospital@healthcare.com	0732903145	0732709140
4565	METROPOLITAN HOSPITAL	NAIROBI	NAIROBI	MAKADARA	MAKADARA	HARAMBEE	5	PRIV	-1.285211	36.874092	nmetropolitanhospital@healthcare.com	0761210271	0738627079
4566	EMATSAY DISP	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	MAKUTANO	KAPSARA	4	PRIV	1.076743	35.151353	rematsaydisp@healthcare.com	0757724097	0704966702
4567	SALAMA MEDICAL CLINIC	RIFT VALLEY	LAIKIPIA	RUMURUTI	SALAAMA	SALAAMA	6	PRIV	0.135999	36.482502	rsalamamedicalclinic@healthcare.com	0709407009	0761669587
4568	NAIROBI HOSPITAL	NAIROBI	NAIROBI	WESTLANDS	KILIMANI	KILIMANI(NAIROBI)	5	PRIV	-1.294238	36.803877	nnairobihospital@healthcare.com	0732031653	0786992847
4569	FAITH MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	CHERANGANY	CHEPSIRO	KIBUSWA	6	PRIV	0.946989	35.262981	rfaithmedicalclinic@healthcare.com	0719510332	0765802220
4570	NAIROBI WEST HOSPITAL	NAIROBI	NAIROBI	KIBERA	NAIROBI WEST	NAIROBI WEST	5	PRIV	-1.304238	36.825058	nnairobiwesthospital@healthcare.com	0782889733	0708007584
4571	CHEBARA CLINIC	RIFT VALLEY	MARAKWET	CHEBIEMIT	MOIBEN	CHEBIEMIT	6	PRIV	0.858487	35.495943	rchebaraclinic@healthcare.com	0757839265	0773087204
4572	FRIENDS CLINIC	RIFT VALLEY	TRANS-NZOIA	KIMININI	KIMININI	KIMININI(TNZOIA)	6	PRIV	0.966523	34.972057	rfriendsclinic@healthcare.com	0724986371	0779988811
4573	PANGANI CRESCENT MEDICAL AID CLINIC	NAIROBI	NAIROBI	CENTRAL	KARIOKOR	PANGANI	6	PRIV	-1.263462	36.83721	npanganicrescentmedicalaidclinic@healthcare.com	0758364202	0709554165
4574	KAMOI CLINIC	RIFT VALLEY	MARAKWET	KAPCHEROP	KAMOI	KAMOI	6	PRIV	1.087288	35.259499	rkamoiclinic@healthcare.com	0719843707	0796399621
4575	HIGH WAY CLINIC	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	SITATUNGA	SITATUNGA	6	PRIV	1.053025	35.106705	rhighwayclinic@healthcare.com	0760923256	0708561174
4576	ST. JAMES HOSPITAL	NAIROBI	NAIROBI	EMBAKASI	MUKURU KWA NJENGA	IMARA DAIMA	5	PRIV	-1.320719	36.844222	nst.jameshospital@healthcare.com	0795646697	0776726324
4577	AFYA SERVICES CENTRE CLINIC	RIFT VALLEY	NAKURU	MOLO	MOLO	MOLO	6	PRIV	-0.241789	35.72882	rafyaservicescentreclinic@healthcare.com	0745133465	0771660059
4578	ANNA-TOM- IC MEDICAL CENTRE	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.30001	36.07011	ranna-tom-icmedicalcentre@healthcare.com	0715715145	0706670387
4579	KAMBIMIWA MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	KIMININI	KIMININI	KIMININI(TNZOIA)	6	PRIV	0.973499	34.973453	rkambimiwamedicalclinic@healthcare.com	0795662658	0768945796
4580	ST. MARY'S MEDICAL DISP	NAIROBI	NAIROBI	EMBAKASI	KAYOLE	KAYOLE	4	PRIV	-1.273841	36.91358	nst.mary'smedicaldisp@healthcare.com	0795034762	0700349913
4581	BELMAX MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.281887	36.076919	rbelmaxmedicalclinic@healthcare.com	0791722731	0766755578
4582	KARAMOJA CLINIC	RIFT VALLEY	TRANS-NZOIA	SABOTI	KINYORO	KINYORO	6	PRIV	1.02	34.87	rkaramojaclinic@healthcare.com	0788672885	0796247289
4583	ST. THOMAS MEDICAL HEALTH SERVICES	NAIROBI	NAIROBI	EMBAKASI	UMOJA	UMOJA	6	PRIV	-1.285351	36.890638	nst.thomasmedicalhealthservices@healthcare.com	0765938787	0710776676
4584	BEWA MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.284733	36.078484	rbewamedicalclinic@healthcare.com	0738821270	0714470996
4585	KESOGON MEDICAL CENTRE	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	SINYERERE	SINYERERE	6	PRIV	1.080929	35.135309	rkesogonmedicalcentre@healthcare.com	0751410885	0783236929
4586	ST. VERONICA HEALTH SERVICES & LABORATORY	NAIROBI	NAIROBI	PUMWANI	BAHATI	UHURU	6	PRIV	-1.269265	36.879288	nst.veronicahealthservices&laboratory@healthcare.com	0776933405	0791075878
4587	CONVENTION HEALTH CENTRE	RIFT VALLEY	NAKURU	NAKURU MUNI.	KAPTEMBWO	VIWANDA	3	PRIV	-0.29321	36.05696	rconventionhealthcentre@healthcare.com	0752397650	0742813299
4588	KONY MEDICAL SERVICES	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	BIDII	6	PRIV	1.024856	35.002849	rkonymedicalservices@healthcare.com	0750069541	0752914580
4589	VICTORY CENTRAL MEDICAL CLINIC	NAIROBI	NAIROBI	EMBAKASI	UMOJA	UMOJA	6	PRIV	-1.276054	36.888094	nvictorycentralmedicalclinic@healthcare.com	0775508695	0751940762
4590	CRATER MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28091	36.07304	rcratermedicalclinic@healthcare.com	0725055608	0761292685
4591	LITUNDA MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	KIMININI	KIMININI	KIMININI(TNZOIA)	6	PRIV	0.883684	34.913719	rlitundamedicalclinic@healthcare.com	0731802345	0787886669
4592	DANSON  MEDICAL CLINIC	RIFT VALLEY	NAKURU	MBOGOINI	SUBUKIA	SUBUKIA EAST	6	PRIV	0.0036	36.22938	rdansonmedicalclinic@healthcare.com	0727140284	0787403582
4593	WESTLANDS COTTAGE HOSPITAL	NAIROBI	NAIROBI	WESTLANDS	LAVINGTON	MUTHANGARI	5	PRIV	-1.262842	36.788914	nwestlandscottagehospital@healthcare.com	0723266268	0718637701
4594	MODERN CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	MUNICIPALITY	TUWAN	6	PRIV	1.032782	34.989199	rmodernclinic@healthcare.com	0781048461	0760270569
4595	DR. ALUVALA	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28169	36.0717	rdr.aluvala@healthcare.com	0712643420	0732503766
4596	BETHLEHEM MEDICAL CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09666	34.27075	nbethlehemmedicalclinic@healthcare.com	0739042789	0767180443
4597	MOI'S BRIDGE CLINIC	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	KAPLAMAI	KIMOSON	6	PRIV	0.894595	35.113063	rmoi'sbridgeclinic@healthcare.com	0716598325	0729363595
4598	DR. KALYA	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28091	36.07304	rdr.kalya@healthcare.com	0732993271	0776124098
4599	DR. KARANIA	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28281	36.07411	rdr.karania@healthcare.com	0777256822	0782461381
4600	BONDO MEDICAL CENTRE	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09567	34.2749	nbondomedicalcentre@healthcare.com	0763506654	0773647669
4601	MRS.  ARARAS CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	MUNICIPALITY	KIPSONGO	6	PRIV	1.016049	35.000208	rmrs.ararasclinic@healthcare.com	0744964841	0741225777
4602	DR. MOJARIA	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.29697	36.07678	rdr.mojaria@healthcare.com	0709683168	0774157048
4603	BONDO TOWNSHIP CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.10014	34.27379	nbondotownshipclinic@healthcare.com	0729781089	0779147694
4604	MT.  ELGON HOSPITAL	RIFT VALLEY	TRANS-NZOIA	ENDEBESS	CHEPCHOINA	KIPTOGOT	5	PRIV	1.13	34.87	rmt.elgonhospital@healthcare.com	0786661340	0707816016
4605	DR. MUGO	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28038	36.07362	rdr.mugo@healthcare.com	0755139080	0765559963
4606	GOD HEALS CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09515	34.26949	ngodhealsclinic@healthcare.com	0706208118	0753753564
4607	DR. NGOTHO	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28103	36.07123	rdr.ngotho@healthcare.com	0723992497	0708260713
4608	JOY CLINIC	NYANZA	BONDO	USIGU	WEST YIMBO	USENGE	6	PRIV	-0.06351	34.0542	njoyclinic@healthcare.com	0777449176	0768681036
4609	MUKIMBA CLINIC	RIFT VALLEY	TRANS-NZOIA	CHERANGANY	SUWERWA	KAPTERIT(TNZOIA)	6	PRIV	1.052433	35.202106	rmukimbaclinic@healthcare.com	0705614650	0735176696
4610	DR. OMUYOMA O'S CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28236	36.06691	rdr.omuyomao'sclinic@healthcare.com	0772464627	0703859140
4611	DR. R K MANYARA CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28182	36.06901	rdr.rkmanyaraclinic@healthcare.com	0785388877	0750348463
4612	JUNCTION MEDICAL CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09907	34.27518	njunctionmedicalclinic@healthcare.com	0734760697	0786605748
4613	MWANANCHI CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	MATISI	MATISI(TNZOIA)	6	PRIV	1.005231	34.971377	rmwananchiclinic@healthcare.com	0726047636	0762924444
4614	DR. WENYAA CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	CENTRAL	AFRAHA	6	PRIV	-0.28056	36.07243	rdr.wenyaaclinic@healthcare.com	0720245012	0717467032
4615	NATO CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	BIDII	6	PRIV	1.021773	35.004611	rnatoclinic@healthcare.com	0747849885	0780876651
4616	KAJLWAK CLINIC	NYANZA	BONDO	BONDO	SOUTH SAKWA	NYAGUDA	6	PRIV	-0.23587	34.21046	nkajlwakclinic@healthcare.com	0780769512	0747369220
4617	EBBURU DISP	RIFT VALLEY	NAKURU	GILGIL	GILGIL	EBURRU	4	PRIV	-0.576047	36.272294	rebburudisp@healthcare.com	0798399533	0724909916
4618	KALAJA MEDICAL CLINIC	NYANZA	BONDO	MADIANY	SOUTH UYOMA	NAYA	6	PRIV	-0.382759	34.284554	nkalajamedicalclinic@healthcare.com	0762861926	0717420326
4619	ELBURGON MEDICAL CENTRE DISP	RIFT VALLEY	NAKURU	ELBURGON	ELBURGON	ELBURGON	4	PRIV	-0.299628	35.811834	relburgonmedicalcentredisp@healthcare.com	0796783464	0726455243
4620	SACRED HEART CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	NAISAMBU	6	PRIV	1.019102	35.027743	rsacredheartclinic@healthcare.com	0740057119	0779747878
4621	SIKHENDU DISP	RIFT VALLEY	TRANS-NZOIA	KIMININI	SIKHENDU	SIKHENDU	4	PRIV	0.852036	34.8324	rsikhendudisp@healthcare.com	0768341105	0758454210
4622	LUKE OPONDO CLINIC	NYANZA	BONDO	USIGU	NORTH YIMBO	NYAMONYE	6	PRIV	-0.02633	34.1313	nlukeopondoclinic@healthcare.com	0700189654	0753359317
4623	SINOKO DISPENSARY	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	MOTOSIET	MOTOSIET	4	PRIV	0.986377	35.154268	rsinokodispensary@healthcare.com	0747875395	0723406208
4624	FREE-AREA MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	BARUTI	BARUTI	6	PRIV	-0.330999	36.048238	rfree-areamedicalclinic@healthcare.com	0700856428	0782328418
4625	GOLDSMITH CLINIC	RIFT VALLEY	NAKURU	NAIVASHA	HELL'S GATE	OLKARIA	6	PRIV	-0.82261	36.32977	rgoldsmithclinic@healthcare.com	0702996890	0712226900
4626	NDHERE MEDICAL CLINIC	NYANZA	BONDO	RARIEDA	CENTRAL ASEMBO	RAMBA NORTH	6	PRIV	-0.06948	34.38124	nndheremedicalclinic@healthcare.com	0701554362	0752788518
4627	ST. MARTIN'S COTTAGE  HOSPITAL	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	MILIMANI(CENTRAL)	5	PRIV	1.015437	35.01303	rst.martin'scottagehospital@healthcare.com	0793390708	0705030488
4628	KAPEDO HOSPITAL	RIFT VALLEY	NAKURU	MBOGOINI	WASEGES	NYAMAMITHI	5	PRIV	0.148116	36.205039	rkapedohospital@healthcare.com	0702106017	0733708169
4629	NDIGWA HEALTH CLINIC	NYANZA	BONDO	MADIANY	SOUTH UYOMA	NDIGWA	6	PRIV	-0.33481	34.32511	nndigwahealthclinic@healthcare.com	0734254639	0723988315
4630	NDIGWA MEDICAL CLINIC	NYANZA	BONDO	MADIANY	SOUTH UYOMA	NDIGWA	6	PRIV	-0.33454	34.32474	nndigwamedicalclinic@healthcare.com	0719081383	0748006997
4631	TUIGOI MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	CHERANGANY	CHERANGANY	KACHIBORA	6	PRIV	1.028175	35.194949	rtuigoimedicalclinic@healthcare.com	0716432898	0764732977
4632	KENLANDS CLINIC	RIFT VALLEY	NAKURU	NAKURU MUNI.	KAPTEMBWO	VIWANDA	6	PRIV	-0.29617	36.06129	rkenlandsclinic@healthcare.com	0727995374	0764320859
4633	NEW BONDO CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09706	34.27583	nnewbondoclinic@healthcare.com	0765633387	0729983607
4634	KEROL HEALTH CENTRE CLINIC	RIFT VALLEY	NAKURU	KERINGET	KERINGET	KERINGET(NAKURU)	6	PRIV	-0.4272	35.68917	rkerolhealthcentreclinic@healthcare.com	0784908338	0755040378
4635	WAKA MEDICAL CLINIC	RIFT VALLEY	TRANS-NZOIA	CENTRAL	KIBOMET	MILIMANI(CENTRAL)	6	PRIV	1.015437	35.018164	rwakamedicalclinic@healthcare.com	0707648836	0703590122
4636	OMBEWA CLINIC	NYANZA	BONDO	RARIEDA	CENTRAL ASEMBO	RAMBA NORTH	6	PRIV	-0.06709	34.377796	nombewaclinic@healthcare.com	0720294772	0767832697
4637	OYUWA CLINIC	NYANZA	BONDO	BONDO	BONDO TOWNSHIP	BAR KOWINO	6	PRIV	-0.09651	34.27366	noyuwaclinic@healthcare.com	0775098537	0729270454
4638	LAKELAND MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAIVASHA	NAIVASHA TOWN	LAKE VIEW	6	PRIV	-0.721798	36.437523	rlakelandmedicalclinic@healthcare.com	0707098678	0750732387
4639	WEHONIA DISP	RIFT VALLEY	TRANS-NZOIA	KIMININI	KIMININI	KIMININI(TNZOIA)	4	PRIV	0.958256	34.972807	rwehoniadisp@healthcare.com	0718574313	0772995500
4640	RARIEDA MEDICAL CLINIC	NYANZA	BONDO	RARIEDA	EAST ASEMBO	OMIA DIERE	6	PRIV	-0.17965	34.38422	nrariedamedicalclinic@healthcare.com	0738001564	0795385776
4641	SIWA CLINIC	NYANZA	BONDO	USIGU	NORTH YIMBO	NYAMONYE	6	PRIV	-0.04784	34.14748	nsiwaclinic@healthcare.com	0716231741	0736125560
4642	LAKEVIEW MED CLINIC	RIFT VALLEY	NAKURU	NAIVASHA	NAIVASHA TOWN	SOKONI(NAKURU)	6	PRIV	-0.71833	36.43939	rlakeviewmedclinic@healthcare.com	0781141025	0779798213
4643	ABO MEMORIAL PHYSIOTHERAPY CLINIC	RIFT VALLEY	UASIN GISHU	SOY	KIBULGENY	KAMUKUNJI(UGISHU)	6	PRIV	0.526849	35.266893	rabomemorialphysiotherapyclinic@healthcare.com	0751147223	0765694569
4644	ST. CAMILUS DISPENSARY CLINIC	NYANZA	BONDO	MADIANY	SOUTH UYOMA	NAYA	6	PRIV	-0.382786	34.283903	nst.camilusdispensaryclinic@healthcare.com	0703698104	0706922789
4645	ELDORET HOSPITAL	RIFT VALLEY	UASIN GISHU	KAPSARET	NGERIA	KABONGO	5	PRIV	0.4263	35.269	reldorethospital@healthcare.com	0705807977	0754163342
4646	LANGA MEDICAL CENTRE	RIFT VALLEY	NAKURU	NAKURU MUNI.	KAPTEMBWO	VIWANDA	6	PRIV	-0.30135	36.06443	rlangamedicalcentre@healthcare.com	0776595492	0724911690
4647	UHANYA MEDICAL CLINIC	NYANZA	BONDO	USIGU	WEST YIMBO	USENGE	6	PRIV	-0.097847	34.063044	nuhanyamedicalclinic@healthcare.com	0713872361	0791820479
4648	ELGEYO SAW MILLS DISP	RIFT VALLEY	UASIN GISHU	MOIBEN	KARUNA	SOSIO	4	PRIV	0.71733	35.4629	relgeyosawmillsdisp@healthcare.com	0776504667	0750409099
4649	MAU NAROK MEDICAL CLINIC	RIFT VALLEY	NAKURU	MAU NAROK	MAU NAROK	SIAPEI	6	PRIV	-0.596239	36.00565	rmaunarokmedicalclinic@healthcare.com	0787101693	0796913559
4650	USENGE MEDICAL CENTRE	NYANZA	BONDO	USIGU	WEST YIMBO	USENGE	6	PRIV	-0.06465	34.05324	nusengemedicalcentre@healthcare.com	0741748892	0789792653
4651	HILL SCHOOL DISP	RIFT VALLEY	UASIN GISHU	KAPSARET	PIONEER	LANGAS	4	PRIV	0.484919	35.2777	rhillschooldisp@healthcare.com	0771703897	0700468722
4652	MEDICARE CLINIC	RIFT VALLEY	NAKURU	MOLO	MOLO	MOLO	6	PRIV	-0.24218	35.72805	rmedicareclinic@healthcare.com	0782624107	0701975248
4653	LIMO HOUSE SURGICAL CLINIC	RIFT VALLEY	UASIN GISHU	AINABKOI	KAPSOYA	KAPSOYA	6	PRIV	0.515477	35.319513	rlimohousesurgicalclinic@healthcare.com	0775138496	0761342815
4654	VICTORIA FAMILY HEALTH CLINIC	NYANZA	BONDO	MADIANY	SOUTH UYOMA	NAYA	6	PRIV	-0.382786	34.283985	nvictoriafamilyhealthclinic@healthcare.com	0793066554	0777780469
4655	PACIFIC HOSPITAL	RIFT VALLEY	UASIN GISHU	TURBO	KAPYEMIT	HURUMA(UGISHU)	5	PRIV	0.534571	35.2417	rpacifichospital@healthcare.com	0778918601	0771899043
4656	MOLO DENTAL AND MEDICAL CLINIC	RIFT VALLEY	NAKURU	MOLO	MOLO	MOLO	6	PRIV	-0.23895	35.72669	rmolodentalandmedicalclinic@healthcare.com	0716213224	0727834985
4657	AGO CARE HEALTH SERVICES	NYANZA	GUCHA	NYAMARAMBE	S. MUGIRANGO CHACHE	TABAKA	6	PRIV	-0.724	34.6374	nagocarehealthservices@healthcare.com	0722628282	0733168226
4658	TIGOINI MEDICAL CLINIC	RIFT VALLEY	UASIN GISHU	SOY	MOI'S BRIDGE	MOI'S BRIDGE(UGISHU)	6	PRIV	0.889125	35.168335	rtigoinimedicalclinic@healthcare.com	0720779287	0796524215
4659	MUGUMO MEDICAL, FP CLINIC AND LABORATORY	RIFT VALLEY	NAKURU	BAHATI	SOLAI	KILIMA(NAKURU)	6	PRIV	-0.15	36.1	rmugumomedical,fpclinicandlaboratory@healthcare.com	0712084890	0710629002
4660	AKEMO HOSPITAL	NYANZA	GUCHA	NYACHEKI	BASSI BOGETAORIO	NYANGUSO	5	PRIV	-0.926824	34.844097	nakemohospital@healthcare.com	0795679090	0722290975
4661	UASIN GISHU COTTAGE HOSPITAL	RIFT VALLEY	UASIN GISHU	KESSES	MEGUN	SONGOLIET(UG)	5	PRIV	0.354346	35.3371	ruasingishucottagehospital@healthcare.com	0793460358	0765799812
4662	ANNEX MEDICAL CLINIC	NYANZA	GUCHA	KENYENYA	MAJOGE BORABU	KIANGO	6	PRIV	-0.91359	34.79539	nannexmedicalclinic@healthcare.com	0747119720	0783189553
4663	BWENA MEDICAL SERVICES	RIFT VALLEY	WEST POKOT	KAPENGURIA	TALAU	KAPSURUM	6	PRIV	1.220441	35.121471	rbwenamedicalservices@healthcare.com	0713689878	0715484131
4664	NAIVASHA MEDICAL CLINIC	RIFT VALLEY	NAKURU	NAIVASHA	NAIVASHA TOWN	SOKONI(NAKURU)	6	PRIV	-0.710096	36.435521	rnaivashamedicalclinic@healthcare.com	0723486933	0735222328
4665	AQUINAS MEDICAL CENTRE & LAB SERVICES	NYANZA	GUCHA	OGEMBO	MAJOGE CHACHE	NYANSAKIA	6	PRIV	-0.81803	34.7321	naquinasmedicalcentre&labservices@healthcare.com	0794410563	0728361431
4666	CHEPARERIA CLINIC	RIFT VALLEY	WEST POKOT	CHEPARERIA	SENETWO	SENETWO(WPOKOT)	6	PRIV	1.33236	35.1866	rchepareriaclinic@healthcare.com	0719523133	0723976831
4667	NAIVASHA NORTH LAKE CLINIC	RIFT VALLEY	NAKURU	NAIVASHA	NAIVASHA TOWN	SOKONI(NAKURU)	6	PRIV	-0.72	36.43	rnaivashanorthlakeclinic@healthcare.com	0716068548	0789095630
